num, name, organism, type, Dataset, Platforms, samples, series1,series2
5760,PPARδ activation in human myotubes increases mitochondrial fatty acid oxidative capacity and reduces glucose utilization by a switch in substrate preference.,Homo sapiens,Expression profiling by array,NoData,GPL6244,8,GSE40789,GSE40789
5761,Role of the polypeptide N-acetylgalactosaminyltransferase 3 in ovarian cancer progression: possible implications in abnormal mucin O-glycosylation,Homo sapiens,Expression profiling by array,NoData,GPL4133,4,GSE52602,GSE52602
5762,Early B-cell Factor 1 Regulates Adipocyte Morphology and Lipolysis in White Adipose Tissue,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by high throughput sequencing,NoData,GPL11532 GPL11154,16,GSE54890,GSE54890
5763,GRHL1 acts as a tumor suppressor in neuroblastoma and is negatively regulated by MYCN and HDAC3,Homo sapiens,Expression profiling by array,NoData,GPL10558,12,GSE47407,GSE47407
5764,Early B-cell Factor 1 Regulates Adipocyte Morphology and Lipolysis in White Adipose Tissue [expression profiling],Homo sapiens,Expression profiling by array,NoData,GPL11532,12,GSE42680,GSE42680
5765,Chronic hypoxia in patients with colon carcinoma,Homo sapiens,Expression profiling by array,NoData,GPL6480,8,GSE31079,GSE31079
5766,Gene regulation in autophagy and apoptosis juncture,Homo sapiens,Expression profiling by array,NoData,GPL13693,3,GSE38643,GSE38643
5767,Transcriptome analysis reveals molecular profiles associated with evolving steps of monoclonal gammopathies,Homo sapiens,Expression profiling by array,GDS4968,GPL6244,99,GSE47552,GSE47552
5768,The 5p12 breast cancer susceptibility locus affects MRPS30 expression in estrogen-receptor positive tumors,Homo sapiens,Expression profiling by array,NoData,GPL6480,35,GSE48067,GSE48067
5769,Gene expression in diploid and evolved tetraploid RPE-1 and BJ-1 cells,Homo sapiens,Expression profiling by array,NoData,GPL570,11,GSE57864,GSE57864
5770,Gene profile in fetal human heart and brain,Homo sapiens,Expression profiling by array,NoData,GPL6244,6,GSE56048,GSE56048
5771,The ETS family member GABPa mediates the development of castrate-resistant prostate cancer (BeadChip),Homo sapiens,Expression profiling by array,NoData,GPL10558,36,GSE49083,GSE49083
5772,The ETS family member GABPa mediates the development of castrate-resistant prostate cancer,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by high throughput sequencing,NoData,GPL10558 GPL11154,52,GSE49093,GSE49093
5773,Oncogenic MyD88 Mutants Require Toll-like Receptors,Homo sapiens,Expression profiling by array,NoData,GPL4133,4,GSE47147,GSE47147
5774,Global gene expression analysis in macrophages treated with Nutlin-3,Homo sapiens,Expression profiling by array,NoData,GPL570,24,GSE43596,GSE43596
5775,Changes in gene expression in BAZ1B knockout and heterozygous targeted clones,Homo sapiens,Expression profiling by array,NoData,GPL16025,15,GSE47390,GSE47390
5776,Genome-wide identification of expression quantitative trait loci (eQTLs) in human heart,Homo sapiens,Expression profiling by array; SNP genotyping by SNP array,NoData,GPL10558 GPL13135,258,GSE55232,GSE55232
5777,Genome-wide identification of expression quantitative trait loci (eQTLs) in human heart: gene expression,Homo sapiens,Expression profiling by array,NoData,GPL10558,129,GSE55231,GSE55231
5778,Myocilin regulates cell proliferation and survival by activating the ERK pathway,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE53985,GSE53985
5779,The transcription factor GATA6 allows self-renewal of colon adenoma stem cells by repressing BMP gene expression,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by high throughput sequencing,NoData,NoData,21,GSE56897,GSE56897
5780,Identification of beta-cetenin/TCF4 target genes in LS174T colorectal cancer cells using gene expression arrays,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE56896,GSE56896
5781,Identification of GATA6 target genes in LS174T colorectal cancer cells using gene expression arrays,Homo sapiens,Expression profiling by array,NoData,GPL13158,8,GSE56895,GSE56895
5782,Characterization of Gene Expression in ASS1-Deficient Breast Cancer Cells,Homo sapiens,Expression profiling by array,NoData,GPL10558,3,GSE53838,GSE53838
5783,in vivo dexamethasone-induced gene expression in pediatric acute lymphoblastic leukemia patient-derived xenografts,Mus musculus; Homo sapiens,Expression profiling by array,NoData,GPL6884,58,GSE57795,GSE57795
5784,Expression profiling of SMMC-7721 cells: stably expressing lncRNA-hPVT1 vs LV-Control,Homo sapiens,Expression profiling by array,NoData,GPL16951,6,GSE57786,GSE57786
5785,Masseter muscle gene expression in human malocclusion subjects with and without posterior facial asymmetry,Homo sapiens,Expression profiling by array,NoData,GPL17586,11,GSE57775,GSE57775
5786,Identification of differentially expressed RNAs of lung cancer cells.,Homo sapiens,Expression profiling by array,,,0,GSE57756,GSE57756
5787,Expression data from BRAFV600E A375 melanoma cells treated with vehicle or vemurafenib,Homo sapiens,Expression profiling by array,GDS5085,GPL6244,6,GSE42872,GSE42872
5788,LncRNA/mRNA expression profiling for THP-1 macrophages and THP-1 macrophage-derived foam cells,Homo sapiens,Expression profiling by array; Non-coding RNA profiling by array,NoData,GPL13825,6,GSE54039,GSE54039
5789,"Inhibition of Met results in concomitant inhibition of Akt and STAT3 signaling pathways, while abrogation of negative feedback permits Erk reactivation",Homo sapiens,Expression profiling by array,NoData,GPL6480,132,GSE54532,GSE54532
5790,Gene Expression in the Human Mammary Epithelium in response to consumption of high fat (H-FAT) and high carbohdyrate (H-CHO) diets.,Homo sapiens,Expression profiling by array,NoData,GPL6104,28,GSE51874,GSE51874
5791,Reciprocal leukemia-stroma VCAM-1/VLA-4-dependent activation 1 of NF-κB mediates chemoresistance,Homo sapiens,Expression profiling by array,NoData,GPL10558,12,GSE55533,GSE55533
5792,Novel strategies to enforce an epithelial phenotype in mesenchymal cells,Homo sapiens,Expression profiling by array,NoData,GPL570,3,GSE57660,GSE57660
5793,Human Induced Pluripotent Stem Cell-Derived Cardiomyocytes as an In Vitro Model for Coxsackievirus B3-Induced Myocarditis and Antiviral Drug Screening Platform,Homo sapiens,Expression profiling by array,NoData,GPL16686,4,GSE57781,GSE57781
5794,Inactivation of CDK2 is synthetic lethal to MYCN-overexpressing cancer cells,Homo sapiens,Expression profiling by array,NoData,GPL570,15,GSE16480,GSE16480
5795,"Phenotypic, genomic and functional characterization reveals no differences between CD138++ and CD138low subpopulations in multiple myeloma cell lines",Homo sapiens,Expression profiling by array,NoData,GPL6244,6,GSE49482,GSE49482
5796,Molecular effects of capsaicin on human gingival epithelial cells,Homo sapiens,Expression profiling by array,NoData,GPL6480,8,GSE57759,GSE57759
5797,Transcriptomic analysis of human breast and prostate cancer cell lines on lysophosphatidic acid (LPA) stimulation,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE56265,GSE56265
5798,Gene expression of T47D-MTVL human breast cancer cells upon H1.4 knock-down or overexpression,Homo sapiens,Expression profiling by array,NoData,GPL18405,16,GSE55786,GSE55786
5799,Long Noncoding RNA MALAT1 Controls Cell Cycle Progression by Regulating the Expression of Oncogenic Transcription Factor B-MYB,Homo sapiens,Expression profiling by array,NoData,GPL10558,9,GSE44240,GSE44240
5800,Expression data from EGFR WT or EGFR mutant NSCLC with or without erlotinib,Homo sapiens,Expression profiling by array,NoData,GPL570,32,GSE57156,GSE57156
5801,Expression data from human brain dorsolateral prefrontal cortex - including control samples and samples with major depression disorders (30 samples BA9_F),Homo sapiens,Expression profiling by array,NoData,GPL570,30,GSE54568,GSE54568
5802,Expression data from human brain dorsolateral prefrontal cortex - including control samples and samples with major depression disorders (28 samples BA9_M),Homo sapiens,Expression profiling by array,NoData,GPL570,28,GSE54567,GSE54567
5803,Expression data from human brain amygdala - including control samples and samples with major depression disorders (28 samples MD1_AMY),Homo sapiens,Expression profiling by array,NoData,GPL570,28,GSE54566,GSE54566
5804,Expression data from human brain anterior cingulate cortex - including control samples and samples with major depression disorders (32 samples MD1_ACC),Homo sapiens,Expression profiling by array,NoData,GPL570,32,GSE54565,GSE54565
5805,Expression data from human brain amygdala - including control samples and samples with major depression disorders (42 samples MD3_AMY),Homo sapiens,Expression profiling by array,NoData,GPL6947,42,GSE54564,GSE54564
5806,Expression data from human brain anterior cingulate cortex - including control samples and samples with major depression disorders (50 samples MD3_ACC),Homo sapiens,Expression profiling by array,NoData,GPL6947,50,GSE54563,GSE54563
5807,Expression data from human brain anterior cingulate cortex - including control samples and samples with major depression disorders (20 samples MD2_ACC),Homo sapiens,Expression profiling by array,NoData,GPL6947,20,GSE54562,GSE54562
5808,Expression data from human brain orbital ventral prefrontal cortex - including control samples and samples with major depression disorders (24 samples NY_BA47),Homo sapiens,Expression profiling by array,NoData,GPL96,24,GSE54575,GSE54575
5809,Expression data from human brain anterior cingulate cortex - including control samples and samples with major depression disorders (24 samples BA25_M),Homo sapiens,Expression profiling by array,NoData,GPL570,24,GSE54572,GSE54572
5810,Expression data from human brain anterior cingulate cortex - including control samples and samples with major depression disorders (26 samples BA25_F),Homo sapiens,Expression profiling by array,NoData,GPL570,26,GSE54571,GSE54571
5811,Expression data from human brain dorsolateral prefrontal cortex - including control samples and samples with major depression disorders (26 samples NY_BA9),Homo sapiens,Expression profiling by array,NoData,GPL96,26,GSE54570,GSE54570
5812,"Effects of sample size on differential gene expression, rank order and prediction accuracy of a gene signature",Homo sapiens,Expression profiling by array,NoData,GPL6480,134,GSE41726,GSE41726
5813,Expression profiling of Wnt3a-treated HeLa cells in G1 and G2/M phase,Homo sapiens,Expression profiling by array,NoData,GPL10558,24,GSE50248,GSE50248
5814,IFNb-1a in-vivo treatment induces the expression and signaling of IFNAR1 and inhibits Th17 responses in PBMCs derived from CIS patients,Homo sapiens,Expression profiling by array,GDS4994,GPL570,12,GSE53716,GSE53716
5815,siPools: highly complex but accurately defined siRNA pools eliminate Off-target effects,Homo sapiens,Expression profiling by array,NoData,GPL18695 GPL16686,21,GSE57674,GSE57674
5816,siPools: highly complex but accurately defined siRNA pools eliminate Off-target effects (HuGene-1_0 ENST),Homo sapiens,Expression profiling by array,NoData,GPL18695,12,GSE57667,GSE57667
5817,"Transcrioptome analysis of human primary macrophages stimulated by bacterial endotoxin lipopolysaccharide (LPS), and (1,3)-b-glucans, curdlan and glucan from baker´s yeast (GBY)",Homo sapiens,Expression profiling by array,NoData,GPL6480,12,GSE32282,GSE32282
5818,PI3K/AKT pathway is activated by miRNA-22 in the proliferative CLL subset (mRNA),Homo sapiens,Expression profiling by array,NoData,GPL4133,4,GSE53236,GSE53236
5819,PI3K/AKT pathway is activated by miRNA-22 in the proliferative CLL subset,Homo sapiens,Expression profiling by array; Non-coding RNA profiling by array,NoData,GPL14767 GPL4133,12,GSE53270,GSE53270
5820,siPools: highly complex but accurately defined siRNA pools eliminate Off-target effects (HuGene-2_0),Homo sapiens,Expression profiling by array,NoData,GPL16686,9,GSE57646,GSE57646
5821,PAX3-FOXO1 suppresses cellular senescence through RASSF4-mediated restraint of the mammalian Hippo/MST1 pathway,Homo sapiens,Expression profiling by array,NoData,GPL571,9,GSE40543,GSE40543
5822,Whole blood gene expression profile associated with spontaneous preterm birth,Homo sapiens,Expression profiling by array,NoData,GPL16311,154,GSE46510,GSE46510
5823,MMP12 is induced by UVA1 in vivo in humans,Homo sapiens,Expression profiling by array,NoData,GPL6480,47,GSE45493,GSE45493
5824,Global analysis of p53-regulated transcription reveals its direct targets and unexpected regulatory mechanisms,Homo sapiens,Expression profiling by array; Expression profiling by high throughput sequencing,NoData,GPL11154 GPL6244,12,GSE53966,GSE53966
5825,Global analysis of p53-regulated transcription reveals its direct targets and unexpected regulatory mechanisms (microarray),Homo sapiens,Expression profiling by array,NoData,GPL6244,6,GSE53965,GSE53965
5826,The molecular changes that have occurred in breast cancer cells through the introduction of the MZF-1 fragment,Homo sapiens,Expression profiling by array,NoData,GPL6244,6,GSE56306,GSE56306
5827,Stability of gene expression and epigenetic profiles highlights the utility of patient-derived paediatric acute lymphoblastic leukaemia xenografts for investigatoing molecular mechanisms of drug resistance (expression),Homo sapiens,Expression profiling by array,NoData,GPL6884,18,GSE57491,GSE57491
5828,Intrahepatic miRNA/mRNA expression in non-responders to pegylated interferon plus ribavirin combination therapy for chronic hepatitis C,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE42697,GSE42697
5829,Molecular effects of EtOH and Nicotine on normal human oral keratinocytes,Homo sapiens,Expression profiling by array,NoData,GPL570,18,GSE57634,GSE57634
5830,Stability of gene expression and epigenetic profiles highlights the utility of patient-derived paediatric acute lymphoblastic leukaemia xenografts for investigatoing molecular mechanisms of drug resistance,Homo sapiens,Expression profiling by array; Methylation profiling by array,NoData,GPL6884 GPL8490,38,GSE57633,GSE57633
