num, name, organism, type, Dataset, Platforms, samples, series
503,"HMEC-1 endothelial cell line response to infection by Rickettsia prowazekii","Homo sapiens","Expression profiling by array, count, 4 strain sets","GDS3848","GPL4133",16,"GSE16123"
504,"Transcription factor-induced pluripotent stem cells","Homo sapiens","Expression profiling by array, count, 13 cell line, 2 cell type, 14 other sets","GDS3842","GPL4133",51,"GSE20750"
505,"Lean and overweight-obese polycystic ovary syndrome patients: cultured cumulus cells","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 2 other sets","GDS3841","GPL570",23,"GSE10946"
506,"Esophageal squamous cell carcinoma","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 17 individual sets","GDS3838","GPL571",34,"GSE20347"
507,"Non-small cell lung carcinoma in female nonsmokers","Homo sapiens","Expression profiling by array, transformed count, 32 age, 2 disease state, 60 individual, 10 other sets","GDS3837","GPL570",120,"GSE19804"
508,"Multistep pancreatic carcinogenesis: epithelial cells","Homo sapiens","Expression profiling by array, count, 4 disease state sets","GDS3836","GPL570",22,"GSE19650"
509,"Multiple normal tissues","Homo sapiens","Expression profiling by array, log10 ratio, 42 tissue sets","GDS3834","GPL8217",42,"GSE14938"
510,"Williams-Beuren Syndrome: fibroblast cell lines","Homo sapiens","Expression profiling by array, transformed count, 5 age, 2 disease state sets","GDS3830","GPL570",17,"GSE16715"
511,"Fludarabine, cyclophosphamide, and rituximab chemoimmunotherapy effect on chronic lymphocytic leukemia","Homo sapiens","Expression profiling by array, transformed count, 5 agent sets","GDS3829","GPL570",50,"GSE15490"
512,"Autosomal dominant monocytopenia: polymorphonuclear leukocytes (STAT60)","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS3820","GPL570",10,"GSE16020"
513,"Autosomal dominant monocytopenia: polymorphonuclear leukocytes (RNeasy)","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS3819","GPL570",10,"GSE16020"
514,"Fetal and adult reticulocytes","Homo sapiens","Expression profiling by array, transformed count, 2 development stage sets","GDS3814","GPL570",12,"GSE17639"
515,"Atopic dermatitis","Homo sapiens","Expression profiling by array, transformed count, 3 disease state sets","GDS3806","GPL2700",16,"GSE26952"
516,"beta-TrCP inhibition and androgen ablation effects on prostate cancer cell line LAPC4","Homo sapiens","Expression profiling by array, transformed count, 2 genotype/variation, 2 growth protocol sets","GDS3797","GPL571",4,"GSE19141"
517,"Alkylphospholipids effect on HaCaT keratinocytes","Homo sapiens","Expression profiling by array, count, 4 agent sets","GDS3796","GPL6480",12,"GSE20722"
518,"Myelodysplastic syndrome: CD34+ hematopoietic stem cells","Homo sapiens","Expression profiling by array, count, 2 disease state, 5 specimen sets","GDS3795","GPL570",200,"GSE19429"
519,"Rheumatoid arthritis: peripheral blood mononuclear cells","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS3794","GPL6102",33,"GSE15573"
520,"Tobacco smoke effect on the placenta","Homo sapiens","Expression profiling by array, count, 2 agent, 3 dose sets","GDS3793","GPL6104",76,"GSE18044"
521,"Carboplatin effect on epithelial ovarian cancer cell line: time course","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 3 time sets","GDS3792","GPL570",12,"GSE13525"
522,"BRCA1 depletion effect on HeLa cells","Homo sapiens","Expression profiling by array, count, 2 other, 2 protocol sets","GDS3791","GPL570",6,"GSE22259"
523,"Erk5 activation effect on endothelial cells","Homo sapiens","Expression profiling by array, count, 2 protocol sets","GDS3790","GPL570",6,"GSE17939"
524,"Coronary artery disease response to exercise: CD133+ cells","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 14 individual, 2 protocol sets","GDS3789","GPL570",24,"GSE18608"
525,"Transcription factors YY2 and YY1 knockdown effect on HeLa cells","Homo sapiens","Expression profiling by array, count, 4 genotype/variation sets","GDS3788","GPL570",13,"GSE14964"
526,"CXC chemokine ligand 4 effect on monocyte-derived macrophages","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS3787","GPL570",4,"GSE20484"
527,"Osteoarthritic chondrocytes and healthy mesenchymal stem cell during chondrogenic differentiation: time course","Homo sapiens","Expression profiling by array, transformed count, 2 cell type, 4 time sets","GDS3785","GPL9828",8,"GSE19664"
528,"Left internal mammary artery response to implantation of paclitaxel-eluting and bare-metal stents","Homo sapiens","Expression profiling by array, count, 4 individual, 3 protocol sets","GDS3784","GPL570",12,"GSE19136"
529,"Jurkat T cell response to silver nanoparticles","Homo sapiens","Expression profiling by array, transformed count, 3 stress sets","GDS3783","GPL6883",9,"GSE20692"
530,"Type 2 diabetes: pancreatic beta-cells","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS3782","GPL1352",20,"GSE20966"
531,"Morbidly obese insulin-resistant patients: omental and subcutaneous adipose tissue","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 2 gender, 2 tissue sets","GDS3781","GPL570",39,"GSE20950"
532,"microRNA-124 guide strand segmentation effect on HCT-116 Dicer hypomorph cells","Homo sapiens","Expression profiling by array, count, 3 protocol sets","GDS3774","GPL10379",4,"GSE25224"
533,"Skeletal muscle response to unloading and subsequent reloading","Homo sapiens","Expression profiling by array, count, 7 individual, 3 protocol sets","GDS3762","GPL570",21,"GSE21496"
534,"1,25 dihydroxyvitamin D effect on prostate epithelial cell line RWPE1: time course","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 3 time sets","GDS3761","GPL570",24,"GSE15947"
535,"Onconase effect on mesothelioma cells in vitro","Homo sapiens","Expression profiling by array, count, 2 agent, 3 cell line sets","GDS3759","GPL570",6,"GSE17009"
536,"Osteoarthritic chondrocytes: monolayer and matrix cultures","Homo sapiens","Expression profiling by array, count, 2 disease state, 2 growth protocol sets","GDS3758","GPL570",12,"GSE16464"
537,"Preoperative radio-chemotherapy effect on rectal cancer","Homo sapiens","Expression profiling by array, count, 2 protocol, 2 tissue sets","GDS3756","GPL2986",42,"GSE15781"
538,"A2780 epithelial ovarian cancer cell line with acquired platinum resistance","Homo sapiens","Expression profiling by array, count, 2 cell line sets","GDS3754","GPL570",10,"GSE15709"
539,"Peroxiredoxin-like peroxidase DJ-1 knockdown effect on neuroblastoma cell line","Homo sapiens","Expression profiling by array, transformed count, 2 genotype/variation sets","GDS3750","GPL571",8,"GSE17204"
540,"Transactive response DNA-binding protein (TDP-43) knockdown effect on embryonic kidney cells","Homo sapiens","Expression profiling by array, transformed count, 2 genotype/variation sets","GDS3730","GPL570",8,"GSE18632"
541,"Endogenous miRNA transfection effect on cultured fibroblasts","Homo sapiens","Expression profiling by array, transformed count, 2 protocol sets","GDS3727","GPL6480",10,"GSE20755"
542,"Activator protein-2gamma silencing effect on MCF-7 breast tumor cell line","Homo sapiens","Expression profiling by array, transformed count, 5 protocol sets","GDS3722","GPL570",15,"GSE15481"
543,"Pretreatment breast needle biopsies of locally advanced breast cancer","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS3721","GPL570",28,"GSE22513"
544,"NOTCH antagonist SAHM1 effect on T-ALL cell lines","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 2 cell line sets","GDS3717","GPL570",12,"GSE18198"
545,"Breast cancer: histologically normal breast epithelium","Homo sapiens","Expression profiling by array, count, 2 disease state, 4 specimen sets","GDS3716","GPL96",42,"GSE20437"
546,"Insulin effect on skeletal muscle","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 3 disease state sets","GDS3715","GPL91",110,"GSE22309"
547,"Smoking effect on B lymphocytes in females","Homo sapiens","Expression profiling by array, count, 2 stress sets","GDS3713","GPL96",79,"GSE18723"
548,"Nephrosclerosis: glomeruli","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS3712","GPL96",18,"GSE20602"
549,"Asthmatic atopic epithelium","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS3711","GPL96",16,"GSE18965"
550,"TGF-beta-induced epithelial-mesenchymal transition model","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 9 time sets","GDS3710","GPL570",26,"GSE17708"
551,"Cigarette smoke effect on the oral mucosa","Homo sapiens","Expression profiling by array, count, 2 agent, 2 gender sets","GDS3709","GPL570",79,"GSE17913"
552,"Benzo[a]pyrene diol epoxide effect on lung WI-38 fibroblasts: dose-response","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 4 dose sets","GDS3706","GPL570",14,"GSE19510"
553,"Progressive pulmonary sarcoidosis","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS3705","GPL6244",15,"GSE19976"
554,"Dietary polyunsaturated and saturated fatty acids effect on peripheral blood mononuclear cells","Homo sapiens","Expression profiling by array, transformed count, 3 agent, 42 individual, 2 protocol sets","GDS3704","GPL7144",84,"GSE13466"
555,"Atherosclerotic left anterior descendent coronary artery: high scan","Homo sapiens","Expression profiling by array, log2 ratio, 8 individual sets","GDS3698","GPL6647",22,"GSE11138"
556,"Atherosclerotic left anterior descendent coronary artery: medium scan","Homo sapiens","Expression profiling by array, log2 ratio, 8 individual sets","GDS3697","GPL6647",22,"GSE11138"
557,"Atherosclerotic left anterior descendent coronary artery: low scan","Homo sapiens","Expression profiling by array, log2 ratio, 8 individual sets","GDS3696","GPL6647",22,"GSE11138"
558,"Skeletal muscles of diet sensitive and resistant individuals after completion of a weight loss program","Homo sapiens","Expression profiling by array, count, 2 specimen sets","GDS3694","GPL96",12,"GSE17371"
559,"Sustained olive oil consumption effect on peripheral blood mononuclear cells","Homo sapiens","Expression profiling by array, count, 2 protocol, 3 time sets","GDS3691","GPL6511",9,"GSE10590"
560,"Atherosclerotic Coronary Artery Disease: circulating mononuclear cell types","Homo sapiens","Expression profiling by array, transformed count, 5 cell type, 2 disease state, 31 individual sets","GDS3690","GPL6255",153,"GSE9820"
561,"Obese children: omental adipose tissue","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS3688","GPL570",11,"GSE9624"
562,"Colony stimulating factor 1 effect on monocyte derived macrophage","Homo sapiens","Expression profiling by array, count, 2 agent, 3 individual sets","GDS3686","GPL2507",6,"GSE11061"
563,"Type 2 diabetes: myotube","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS3681","GPL8300",20,"GSE12643"
564,"Morbid obesity: subcutaneous and omental adipose tissues","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 16 individual, 2 tissue sets","GDS3679","GPL4044",28,"GSE15524"
565,"Saturated fatty acid rich diet effect on risk of metabolic syndrome: adipose tissue ","Homo sapiens","Expression profiling by array, transformed count, 2 gender, 20 individual, 2 protocol, 2 time sets","GDS3678","GPL7020",40,"GSE14954"
566,"Quercetin effect on CD14+ monocyte","Homo sapiens","Expression profiling by array, count, 2 agent, 3 individual sets","GDS3676","GPL570",6,"GSE13899"
567,"Familial hypercholesterolemia and atherosclerosis: T lymphocytes","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS3669","GPL570",23,"GSE6088"
568,"Familial hypercholesterolemia and atherosclerosis: monocytes","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS3668","GPL570",23,"GSE6054"
569,"Visceral adipose tissues of obese diabetic women","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS3665","GPL2986",10,"GSE16415"
570,"Coronary collateral artery growth: monocytes","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS3658","GPL5104",20,"GSE13290"
571,"Folic acid effect on endothelial progenitor cells of type 1 diabetes patients","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 2 disease state, 12 individual sets","GDS3656","GPL2700",32,"GSE17635"
572,"Proinsulin C-peptide and TGF-beta 1 effect on proximal tubular cell line: time course","Homo sapiens","Expression profiling by array, count, 4 agent, 2 time sets","GDS3649","GPL6884",18,"GSE20247"
573,"Celiac disease: primary leukocytes","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS3646","GPL6104",132,"GSE11501"
574,"Cerebral palsy: wrist muscles","Homo sapiens","Expression profiling by array, count, 2 disease state, 8 individual, 2 tissue sets","GDS3644","GPL96",16,"GSE11686"
575,"Copper effect on liver cell line: dose response and time course","Homo sapiens","Expression profiling by array, log e ratio, 4 dose, 4 time sets","GDS3640","GPL6087",98,"GSE9539"
576,"Actein effect on breast cancer cell line: dose response and time course","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 3 dose, 2 time sets","GDS3638","GPL571",16,"GSE7848"
577,"Vitamin C effect on skin fibroblast cell line","Homo sapiens","Expression profiling by array, count, 3 agent sets","GDS3635","GPL570",9,"GSE11919"
578,"miR-205 expression effect on prostate cancer cell line","Homo sapiens","Expression profiling by array, count, 2 protocol sets","GDS3634","GPL6104",8,"GSE11701"
